title,location,type,bed,bath,area,price
Visit This Apartment For Rent Of 850 Sq Ft In Uttar Badda Near Baitul Mokaddam Jame Mosjid.,"Uttar Badda, Badda, Dhaka",Apartment,2,1,850 sqft,15 Thousand
We Have A 1300 Sq Ft Ready Flat For Rent In Uttara Nearby Azompur Rail Gate Jumma Mosque,"Sector 4, Uttara, Dhaka",Apartment,3,3,"1,300 sqft",30 Thousand
A Decent 700 SQ FT flat which is near to Masjid Aat Takwah is now for Rent in Mohammadpur,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,2,1,700 sqft,13 Thousand
"1500 Sq Ft Ready Flat For Rent In Bashundhara Residential Area, Block C","Block C, Bashundhara R-A, Dhaka",Apartment,3,3,"1,500 sqft",35 Thousand
Get comfortable in a 1450 SQ FT flat for rent in Bashundhara R-A,"Block K, Bashundhara R-A, Dhaka",Apartment,3,3,"1,450 sqft",26 Thousand
"800 Square Feet Apartment For Rent In The Nice Location Of Mohammadpur, Pc Culture Housing","PC Culture Housing, Mohammadpur, Dhaka",Apartment,2,2,800 sqft,16 Thousand
"800 Square Feet Apartment For Rent In Mohammadpur, Pc Culture Housing","PC Culture Housing, Mohammadpur, Dhaka",Apartment,2,2,800 sqft,16 Thousand
"650 Square Feet Apartment Is Ready For Rent In Mirpur, Kallyanpur","Kallyanpur, Mirpur, Dhaka",Apartment,2,2,650 sqft,13 Thousand
View This 600 Sq Ft Modest Apartment For Rent In Lalbagh,"Lalbagh Road, Lalbagh, Dhaka",Apartment,2,2,600 sqft,16 Thousand
Flat for Rent in Agargaon close to Agargaon Jame Masjid,"Agargaon, Dhaka",Apartment,1,1,600 sqft,10 Thousand
Rent This 1150 Sq Ft Nice Flat In South Badda,"South Badda, Badda, Dhaka",Apartment,3,3,"1,150 sqft",25 Thousand
1000 Sq Ft Apartment Including 3 Bedrooms Available For Rent In South Badda,"South Badda, Badda, Dhaka",Apartment,3,2,"1,000 sqft",23 Thousand
"750 Sq Ft Residential Flat For Rent In Kuril, Kuratoli","Kuratoli, Kuril, Dhaka",Apartment,2,2,750 sqft,15 Thousand
"View This 1654 Sq Ft Apartment For Rent In Uttara, Sector 18","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,3,"1,654 sqft",16 Thousand
Adopt Your Destination At 1500 Sq Ft Flat Which Is Available For Rent In Mohammadpur,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,3,4,"1,500 sqft",25 Thousand
"1400 Square Feet Standard Apartment For Rent In Adabor, Baitul Aman Housing Society","Baitul Aman Housing Society, Adabor, Dhaka",Apartment,3,3,"1,400 sqft",25 Thousand
1754 Sq Ft Apartment For Rent In The Soothing Area Of Uttara-18,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,3,"1,754 sqft",16 Thousand
Live In This 3700 Square Feet Fabulous Apartment For Rent In Gulshan 1,"Gulshan 1, Gulshan, Dhaka",Apartment,3,3,"3,700 sqft",2.8 Lakh
Take A Thorough Look At This 3700 Sq Ft Apartment For Rent In Gulshan 1,"Gulshan 1, Gulshan, Dhaka",Apartment,3,3,"3,700 sqft",2.8 Lakh
This Modern And Classy 3700 Square Feet Apartment Is Set For Rent In Gulshan 1,"Gulshan 1, Gulshan, Dhaka",Apartment,3,3,"3,700 sqft",2.8 Lakh
For Rental Purpose This Nice Flat Is Now Available In Bandartila Near CEPZ Central Mosque.,"Bandartila, 39 No. South Halishahar Ward, Halishahar, Chattogram",Apartment,2,1,650 sqft,12 Thousand
"Start Your New Journey With This 1500 Sq Ft Apartment Is Ready For Rent At Road No 2, Katashur, Mohammadpur Nearby Chand Mia Housing Masjid.","Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",Apartment,3,3,"1,500 sqft",20 Thousand
"Well-developed 1500 SQ FT Residence up for rent in Bashundhara R-A, Block L","Bashundhara R-A, Dhaka",Apartment,3,3,"1,500 sqft",25 Thousand
Wonderful Flat Of 1100 Sq Ft Is Available For Rent In Shitol Jhorna R/a,"Shitol Jhorna R/A, Star Housing Society, Kulgaon, Bayazid, Chattogram",Apartment,3,2,"1,100 sqft",12 Thousand
"A Flat Found In Khulshi Hill R/a For Rent, Near Khulshi Jame Masjid","Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,2,2,"1,200 sqft",35 Thousand
This 1700 Sq Ft Apartment Is For Rent At North Khulshi,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,700 sqft",35 Thousand
"1654 Sq Ft Apartment For Rent In Uttara, Sector 18","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,3,"1,654 sqft",15 Thousand
"Deal With This 750 Sq Ft Apartment Ready For Rent At Rahamtganj, Jamal Khan","Rahmatganj, Jamal Khan, Chattogram",Apartment,2,2,750 sqft,13 Thousand
"We Are Giving You This 1100 Sq Ft Apartment Ready For Rent At Rahamtganj, Jamal Khan","Rahmatganj, Jamal Khan, Chattogram",Apartment,3,2,"1,100 sqft",18 Thousand
"This 800 Sq Ft Apartment Is Ready For Rent At Rahamtganj, Jamal Khan","Rahmatganj, Jamal Khan, Chattogram",Apartment,2,2,800 sqft,14 Thousand
"650 Sq Ft Ready Flat With 2 Balconies For Rent In Khilkhet, Bot Tola","Bot Tola, Khilkhet, Dhaka",Apartment,2,2,650 sqft,16 Thousand
"Check This Fine Looking Flat Of 700 Sq Ft Offered For Rent At Pahartali, With An Affordable Price","Pahartali, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,700 sqft,11 Thousand
1365 Square Feet Decent Apartment For Rent In Adabor,"Adabor, Dhaka",Apartment,3,3,"1,365 sqft",25 Thousand
"Grab This 1050 Square Feet Apartment For Rent In Adabor, Mansurabad Housing Society","Block B, Mansurabad Housing Society, Adabor, Dhaka",Apartment,3,2,"1,050 sqft",17 Thousand
600 Sq Ft Apartment With 2 Bedrooms Is For Rent In Lalbagh Road,"Lalbagh Road, Lalbagh, Dhaka",Apartment,2,2,600 sqft,16 Thousand
"2400 SQ FT apartment for rent in Uttara Sector 13, near Shanto-Mariam University Of Creative Technology","Sector 13, Uttara, Dhaka",Apartment,3,3,"2,400 sqft",45 Thousand
"Relax In This 1000 Sq Ft Residential Flat For Rent In Kuril, Kazi Bari Masjid Road","Kuril, Dhaka",Apartment,3,2,"1,000 sqft",17 Thousand
"View This Detailed 1450 Sq Ft Ready Flat For Rent At Bayazid, Chattogram Dohs","Chattogram DOHS, Bayazid, Chattogram",Apartment,3,3,"1,450 sqft",24 Thousand
"Visit This 3127 Sq Ft Apartment To Rent In Baridhara, Block J","Block J, Baridhara, Dhaka",Apartment,4,4,"3,127 sqft",60 Thousand
Are You In Hurry? No Worries! You Can Take This 650 Sq Ft Flat For Rent In Namapara,"Namapara, Khilkhet, Dhaka",Apartment,2,2,650 sqft,10 Thousand
Checkout This 1500 Sq Ft Apartment For Rent In Shiddheswari Lane,"Shiddheswari, Dhaka",Apartment,3,3,"1,500 sqft",31 Thousand
1400 Sq Ft Suitable Apartment Is Ready For Rent At Middle Badda,"Middle Badda, Badda, Dhaka",Apartment,4,3,"1,400 sqft",30 Thousand
Ensure A Modern Lifestyle In This 2550 Sq Ft Apartment For Rent In Gulshan 1,"Gulshan 1, Gulshan, Dhaka",Apartment,3,3,"2,550 sqft",90 Thousand
Uncover Your Place In A 1350 Sq Ft Structurally Well Built Home For Rent In Bashundhara R-A,"Block K, Bashundhara R-A, Dhaka",Apartment,3,3,"1,350 sqft",20 Thousand
You Can Take Rent This Lovely Apartment Of 900 Sq Ft To Live A Relaxed Life At Gawair Very Close To K C Model School & College .,"Gawair, Dakshin Khan, Dhaka",Apartment,3,2,900 sqft,14 Thousand
Define Your Home Taste By Renting This Residence Of 900 Sq Ft at Gawair .,"Gawair, Dakshin Khan, Dhaka",Apartment,3,2,900 sqft,14 Thousand
Attain Your Desire Of Renting This Decent 900 Sq Ft Flat In Gawair .,"Gawair, Dakshin Khan, Dhaka",Apartment,3,2,900 sqft,14 Thousand
An Adequate And Cozy 800 Sq. Ft Flat Is Ready For Rent At 1 No. South Pahartali Ward - Aman Bazar,"1 No. South Pahartali Ward, Hathazari, Chattogram",Apartment,2,2,800 sqft,9 Thousand
"Make This 1050 Sq Feet Decent Flat Yours, By Renting It Near Pirerbag Baitul Mamun Central Jame Masjid .","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,050 sqft",18 Thousand
An Adequate Apartment Of 1050 Sq. Ft Is Up To Rent In South Pirerbag Next To Alim Uddin High School,"Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,050 sqft",18 Thousand
Obtain This 650 Sq Ft Rental Property At Paikpara -Jonaki Road With A Very Affordable Price,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
Wow! This 650 Sq Ft Home for Rent in Paikpara which can be your next destination,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
"650 Sq Ft Cozy Flat For Rent In Paikpara Beside To Baitul Falah Jame Mosjid , With Impressive Features And Price.","Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
A Reasonable 1050 Sq. Ft And 3 Bedroom Flat Is Available For Rent In Pirerbag Near To Alim Uddin High School,"Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,050 sqft",18 Thousand
Here Is A Moderate Residence Of 1750 Sq Ft Waiting For Rent At Shyamoli Beside To DSK Hospital,"Shyamoli, Dhaka",Apartment,3,3,"1,750 sqft",30 Thousand
Be The Tenant ! A Beautiful Apartment Of 650 Sq Ft Is Up For Rent At Mirpur -11,"Road No 10, Block C, Section 11, Mirpur, Dhaka",Apartment,2,2,650 sqft,11 Thousand
"In The Convenient Location Of Middle Faydabad, A Lovely Flat Of 1100 Sq Ft Is Up For Rent","Middle Faydabad, Faydabad, Dakshin Khan, Dhaka",Apartment,3,2,"1,100 sqft",12 Thousand
"Built With Modern Amenities, Check This 2 Bedroom Flat For Rent In The Location Of Gono Koborsthan Road, Faydabad .","Faydabad, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,11 Thousand
This Flat In Adabor Is Up For Rent In A Wonderful Neighborhood Of Baitul Aman Housing Society,"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,3,3,"1,450 sqft",24 Thousand
"This 950 Sq Ft Wonderful Apartment Is Set With Strong Structure In South Agrabad, For Rent","CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,2,2,950 sqft,15 Thousand
Beautiful 1700 Square Feet Apartment Is Available For Rent At Mirpur,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,700 sqft",26 Thousand
3 Bedroom Adequate Living Flat Is For Rent In South Kallyanpur With Satisfactory Price.,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,583 sqft",18 Thousand
"A Very Reasonable Flat Of 900 Sq Ft Is Up For Rent, At Pahartali.","Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,2,2,900 sqft,12 Thousand
A Relaxing 700 Sq Ft Residential Place Is For Rent At Ibrahimpur With A Very Low Price.,"Ibrahimpur, Dhaka",Apartment,2,2,700 sqft,11 Thousand
Mirpur-12 Is Offering You A 650 Sq Ft Flat For Rent,"Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
"Grab This Flat Of 650 Sq Ft Available To Rent At Mirpur, Section 12","Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,11 Thousand
Get This Well Defined 650 Sq Ft Flat For Rent In Mirpur Sec- 12.,"Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
"Look at this 1550 square feet apartment up for rent at Mirpur, Pallabi","Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,3,3,"1,550 sqft",17 Thousand
Apartment Of 650 Square Feet Is Available For Rent At Mirpur,"Rupnagar R/A, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
"Built With Modern Amenities, Check This Flat For Rent In The Location Of South Agrabad.","South Agrabad, Double Mooring, Chattogram",Apartment,2,2,800 sqft,11 Thousand
"If You Want To Live In Oxygen, You Can Take This 950 Sq Ft Residence Is Up For Rent","Oxygen, Bayazid, Chattogram",Apartment,2,2,950 sqft,12 Thousand
A Moderate 700 Sq Ft Flat Is Available For Rent At Faydabad,"Faydabad, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,10.5 Thousand
Grab This Beautiful Flat Of 900 Sq Ft Is Up For Rent In Faydabad Before It's Rented Out,"Faydabad, Dakshin Khan, Dhaka",Apartment,2,2,900 sqft,11.5 Thousand
Visit This 1110 Sq Ft Flat For Rent In Naya Paltan,"Naya Paltan, Motijheel, Dhaka",Apartment,3,3,"1,110 sqft",36 Thousand
This 1000 Sq Ft Flat Is Vacant For Rent In Uttara Nearby Lubana General Hospital,"Sector 13, Uttara, Dhaka",Apartment,2,2,"1,000 sqft",19 Thousand
At Uttara-10 A 850 Sq. Ft Flat Up For Rent.,"Sector 10, Uttara, Dhaka",Apartment,2,2,850 sqft,12 Thousand
Offering you beautiful 900 SQ FT apartment to Rent in Bakalia,"Korom Para, 6 No East Sholoshohor Ward, Bakalia, Chattogram",Apartment,2,2,900 sqft,13 Thousand
"In A Mind-blowing Location Of Uttara 10, 1500 Sq Ft Apartment Is Up For Rent","Sector 10, Uttara, Dhaka",Apartment,3,3,"1,500 sqft",20 Thousand
See This 650 Sq Ft Flat For Rent Is All Set For You In Mirpur 12,"Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,13 Thousand
"This Flat At Mirpur, Near Baitun Nur Jam-e-masjid Is Up For Rent.","Block E, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
"In The Location Of Gawair , 3 Bedroom Apartment Is Up To Rent Near K C Model School & College","Gawair, Dakshin Khan, Dhaka",Apartment,3,2,"1,000 sqft",15 Thousand
A Nicely Planned Flat Is Up For Rent In Uttara Nearby The Aga Khan School,"Sector 13, Uttara, Dhaka",Apartment,2,2,"1,000 sqft",17 Thousand
900 SQ FT flat for rent in Uttara Sector 13 near Gausul Azam Jame Masjid,"Sector 13, Uttara, Dhaka",Apartment,2,2,900 sqft,16.5 Thousand
"3 Bedroom, 3 Bathroom Apartment With A View Is Up For Rent Nearby Human Diagnostic & Medical Center","Purana Paltan, Motijheel, Dhaka",Apartment,3,3,"1,000 sqft",30 Thousand
Find 1200 SQ FT flat available to Rent in Bashundhara R-A,"Block K, Bashundhara R-A, Dhaka",Apartment,3,3,"1,200 sqft",25 Thousand
An Excellent Apartment Of 650 Sq Ft Is Waiting To Be Rented In Mirpur 11,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
"For Rental Purpose 1500 Sq. Ft. Flat Is Now Up For Rent In Section 12, Mirpur","Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,500 sqft",26 Thousand
"1050 Sq. Ft Flat In Uttara, Sector 5 Is Now For Rent For Family","Sector 5, Uttara, Dhaka",Apartment,2,2,"1,050 sqft",17 Thousand
"Rent This 3 Bedroom Flat At Section 12, Mirpur","Block A, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,000 sqft",26 Thousand
"A Flat Is Ready For Rent At Mirpur, Near Mirpur Labrotory High School","Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,11 Thousand
700 Sq. ft Moderate Apartment For Rent At South Azampur Close To Mollartek Udayan School And College.,"South Azampur, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,15 Thousand
Near Haji Masjid-E-Baitul Haram 1350 Sq. Ft Flat For Rent In Mirpur .,"Mirpur, Dhaka",Apartment,3,4,"1,350 sqft",20 Thousand
For rental purpose 500 Square feet flat is available in Mirpur near to EBL ATM,"Ahmed Nagar, Mirpur, Dhaka",Apartment,2,1,500 sqft,8 Thousand
"Make this 1200 SQ FT flat your next residing location, which is up to Rent in Dakshin Khan near DBBL ATM","North Azampur, Dakshin Khan, Dhaka",Apartment,3,2,"1,200 sqft",15 Thousand
Plan to move in this 600 SQ FT flat which is up to Rent in Mirpur near to Benaroshi Palli,"Block A, Section 10, Mirpur, Dhaka",Apartment,2,1,600 sqft,8 Thousand
For Rental purpose 650 SQ FT flat is now up to Rent in Mirpur close to Brac Bank ATM,"Block A, Section 6, Mirpur, Dhaka",Apartment,2,2,650 sqft,11 Thousand
Near Rajuk Uttara Ideal High School A Standard Flat Is Ready For Rent.,"Sector 13, Uttara, Dhaka",Apartment,2,2,900 sqft,19 Thousand
Apartment for Rent in Faydabad close to Faydabad High School,"Faydabad, Dakshin Khan, Dhaka",Apartment,2,2,850 sqft,12 Thousand
"Visit The Apartment That Is Up For Rent Covering An Area Of 1,200 Sq. Ft. In Uttara","Sector 10, Uttara, Dhaka",Apartment,3,3,"1,200 sqft",17 Thousand
"Situated In Paikpara, Near Paikpara Jame Mosjid, An Apartment Is Up For Rent","Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,3,3,"1,250 sqft",15 Thousand
"In Baridhara, Near Bloom Field School, A Distinctive Flat Is Available For Rent","Baridhara, Dhaka",Apartment,3,4,"2,667 sqft",1.1 Lakh
"An Elite Apartment In An Elit Place, Uttara, Is Up For Rent","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,600 sqft",15 Thousand
"An Apartment Is Ready For Rent At Taltola , Near Ahmadiyya Muslim Mosjid.","Taltola, Dakshin Khan, Dhaka",Apartment,2,2,800 sqft,10 Thousand
"Near Uttara Thana, flat for rent in Uttara","Sector 14, Uttara, Dhaka",Apartment,3,3,"1,400 sqft",35 Thousand
"An Apartment Is Ready For Rent At Pallabi , Near Mirpur University College.","Pallabi Extension, Pallabi, Mirpur, Dhaka",Apartment,2,2,800 sqft,12.5 Thousand
"An Apartment Is Ready For Rent At Bayazid , Near Quaish Chandgaon Sri Sri Shyama Temple.","Oxygen, Bayazid, Chattogram",Apartment,3,2,950 sqft,10 Thousand
"Flat For Rent At Panchlaish, Near Sugandha R/a City Corporation Jame Masjid","Block C, Sugandha Residential Area, Panchlaish, Chattogram",Apartment,3,3,"1,300 sqft",25 Thousand
A Fine Flat Is Now For Rent Which Is In Mohammadpur Near Bangladesh Universit,"Mohammadpur, Dhaka",Apartment,3,2,740 sqft,17.5 Thousand
Flat for rent in Khulshi near Khulshi Mart,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,4,5,"2,500 sqft",80 Thousand
An Apartment Is Up For Rent At Halishahar Near To Brac Bank Limited,"CEPZ, Bandartila, 39 No. South Halishahar Ward, Halishahar, Chattogram",Apartment,3,2,"1,250 sqft",13 Thousand
"In The Suitable Location Of Bashundhara R-A, An Eye-catching Flat Of 1800 Sq Ft Is Up For Rent","Block C, Bashundhara R-A, Dhaka",Apartment,3,3,"1,800 sqft",35 Thousand
Visit This Apartment For Rent Of 850 Sq Ft In Joar Sahara Near National Bank Limited,"Joar Sahara, Dhaka",Apartment,2,2,850 sqft,16 Thousand
Ready Flat Is Now For Rent In Uttara Nearby South Breeze School,"Sector 11, Uttara, Dhaka",Apartment,3,2,"1,400 sqft",26 Thousand
Offering You A 950 Sq Ft Flat For Rent In Paikpara Near Dakshin Paik Para Central Mosque,"Paikpara, Mirpur, Dhaka",Apartment,3,2,950 sqft,14 Thousand
Apartment Up For Rent At Mirpur Very Near To Mirpur Udayan School,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,400 sqft",26 Thousand
"This 2550 SQ Ft apartment ready for rent at Bashundhara, near North South University","Block A, Bashundhara R-A, Dhaka",Apartment,4,5,"2,550 sqft",55 Thousand
1900 Sq Ft Flat Near Nsu For Rent In Bashundhara R-a,"Block F, Bashundhara R-A, Dhaka",Apartment,3,3,"1,900 sqft",35 Thousand
Flat For Rent In Dakshin Khan Near Dakshin Khan Jame Masjid,"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,2,1,700 sqft,10 Thousand
A 650 Sq Ft Flat Is Up For Rent In Mirpur Nearby Baitun Noor Jame Mosque,"Block F, Section 11, Mirpur, Dhaka",Apartment,2,2,650 sqft,10.5 Thousand
Flat near High School for Rent in Double Mooring,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,2,"1,100 sqft",16 Thousand
Flat For Rent In Shewrapara Near Shewrapara Jame Masjid,"East Shewrapara, Mirpur, Dhaka",Apartment,3,3,"1,100 sqft",15 Thousand
1100 SQ FT flat for Rent in Mirpur close to City Bank,"Block B, Section 12, Mirpur, Dhaka",Apartment,2,2,"1,100 sqft",19 Thousand
"Apartment of 3700 SQ FT for rent in Baridhara, near American International School Dhaka","Block K, Baridhara, Dhaka",Apartment,4,4,"3,700 sqft",3 Lakh
"Fully Furnished Apartment For Rent Near University Of Information Technology And Sciences, In Baridhara","Block K, Baridhara, Dhaka",Apartment,3,3,"2,500 sqft",1.5 Lakh
"Check this apartment for rent at Bayazid nearby Bangladesh Korea Technical Training Center, Chatogram.","Haji Muzaffar Ahmed Chowdhury Sharok, Muzaffarnagar Residential Area, Polytechnic, Bayazid, Chattogram",Apartment,3,3,"1,500 sqft",17 Thousand
"Close to Halishahar B Block Primary School, a 1100 SQ FT apartment is available for rent in Halishahar","Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,2,"1,100 sqft",14 Thousand
"Check this 1250 SQ Ft, rentable apartment at Chatogram near Purbo Muhuri Para Jame Masjid","Agrabad Housing Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,2,"1,250 sqft",12.5 Thousand
"Check this 600 SQ Ft, apartment at Mirpur near Mirpur Adhunik Hospital And Diagnostic Center is open for rent.","Block B, Section 12, Mirpur, Dhaka",Apartment,2,2,600 sqft,15 Thousand
"In Gulbag R/a Near To Dhaka, A 1300 Sq Ft Flat Is Ready For Rent Uttara Residential Area Jame Masjid","Muhuri Para, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,300 sqft",17 Thousand
"Reside Conveniently In This Well Constructed 1200 Sq Ft Flat For Rent In Double Mooring, Near Shantibag R/a Jame Masjid","Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,3,"1,200 sqft",16 Thousand
"A Must See 950 Sq Ft North Facing Apartment For Rent Is All Set For You To Settle In Uttara, Sector 14","Sector 14, Uttara, Dhaka",Apartment,2,2,950 sqft,18 Thousand
"Comfortable, convenient and well constructed 1050 SQ FT flat for rent in Mirpur, near Haji Mosjid A-Baitul Haram","Mirpur, Dhaka",Apartment,3,2,"1,050 sqft",18 Thousand
